parent_id,canonical_parent_name,display_parent_name,parent_type,parent_operating_role,parent_cohort_category,au_shelf_priority_y_n,nz_shelf_priority_y_n,bbfaw_seed_asset_member_y_n,ktc_seed_asset_member_y_n,core_uat_asset_member_y_n,review_state,primary_source_type,primary_source_id,primary_source_name,primary_source_url_or_reference,source_harvest_date,substantiation_note,notes_internal
P0061,PT Indofood Sukses Makmur Tbk,PT Indofood Sukses Makmur Tbk,public_company,brand_owner,global_food_beverage_parent,Y,Y,N,N,N,reviewed,official_brand_page,SRC_INDOMIE_AU,Indomie Australia — About,https://indomie.com.au/about/,2026-04-28,Coles noodle audit surfaced Indomie; Indomie official source states Indomie is produced by Indofood and available in Australia/New Zealand.,Promoted from PEC0007 by founder broad sign-off in v0.8; legal entity/top-owner treatment remains reviewable.
P0062,San Remo Macaroni Company Pty Ltd,San Remo Macaroni Company Pty Ltd,private_company,brand_owner,regional_food_beverage_parent,Y,N,N,N,N,reviewed,official_brand_page,SRC_FANTASTIC_SNACKS,Fantastic Snacks — About,https://fantasticsnacks.com.au/about-us,2026-04-28,Founder exception review approved San Remo ownership of Fantastic Snacks; Fantastic Snacks is treated as 100% owned/subsidiary brand of San Remo Macaroni Company Pty Ltd.,Promoted from PEC0008 by founder broad sign-off in v0.8; San Remo parent treatment remains reviewable. v0.10 founder decision: San Remo ownership approved; source basis includes Fantastic about/privacy pages.
P0063,My Muscle Chef Pty Ltd,My Muscle Chef Pty Ltd,private_company,brand_owner,regional_food_beverage_parent,Y,N,N,N,N,reviewed,official_brand_page,SRC_MY_MUSCLE_CHEF_OFFICIAL,My Muscle Chef — About Us,https://www.mymusclechef.com/about-us,2026-04-28,Coles ready-meals audit surfaced My Muscle Chef; official source confirms the brand/operating business and ready-meal presence.,Promoted from PEC0009 by founder broad sign-off in v0.8; PE/current top-owner treatment remains reviewable. v0.10 founder decision: operating brand/company treatment approved for MVP; no ultimate private-equity top-owner chain required.
P0064,Danish Crown AmbA,Danish Crown AmbA,cooperative,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Danish Crown AmbA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0065,Migros-Genossenschafts-Bund,Migros-Genossenschafts-Bund,cooperative,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Migros-Genossenschafts-Bund'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0066,Minerva Foods,Minerva Foods,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Minerva Foods'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0067,Noble Foods,Noble Foods,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Noble Foods'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0068,BRF SA,BRF SA,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'BRF SA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0069,Hilton Food Group,Hilton Food Group,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Hilton Food Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0070,Les Mousquetaires,Les Mousquetaires,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Les Mousquetaires'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0071,Marfrig Global Foods SA,Marfrig Global Foods SA,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Marfrig Global Foods SA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0072,Terrena Group.,Terrena Group.,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Terrena Group.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0073,Wm Morrison Supermarkets PLC.,Wm Morrison Supermarkets PLC.,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Wm Morrison Supermarkets PLC.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0074,The Kroger Co.,The Kroger Co.,other,retailer,supermarket_retailer_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input '(The) Kroger Company'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'The Kroger Co.'.
P0075,2 Sisters Food Group (Boparan Holdings Ltd),2 Sisters Food Group (Boparan Holdings Ltd),other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input '2 Sisters Food Group (Boparan Holdings Ltd)'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0076,Agro Super,Agro Super,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Agro Super'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0077,ALDI Einkauf SE & Co. oHG (ALDI Nord),ALDI Einkauf SE & Co. oHG (ALDI Nord),other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'ALDI Einkauf SE & Co. oHG (ALDI Nord)'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.10 founder decision: ALDI Süd accepted as AU chain treatment; ALDI Nord retained as benchmark seed parent only where relevant.
P0078,Bellis Topco Ltd./Asda,Bellis Topco Ltd./Asda,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Bellis Topco Ltd./Asda'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0079,Cargill,Cargill,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cargill'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0080,Casino Guichard-Perrachon SA,Casino Guichard-Perrachon SA,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Casino Guichard-Perrachon SA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0081,Charoen Pokphand Foods,Charoen Pokphand Foods,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Charoen Pokphand Foods'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0082,Colruyt,Colruyt,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Colruyt'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0083,Coop Group (Switzerland)/Coop Genossenschaft,Coop Group (Switzerland)/Coop Genossenschaft,cooperative,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Coop Group (Switzerland)/Coop Genossenschaft'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0084,Cooperativa Central Aurora Alimentos,Cooperativa Central Aurora Alimentos,cooperative,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cooperativa Central Aurora Alimentos'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0085,Coopérative U Enseigne,Coopérative U Enseigne,cooperative,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Coopérative U Enseigne'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0086,Cooperl Arc Atlantique,Cooperl Arc Atlantique,cooperative,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cooperl Arc Atlantique'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0087,Cremonini SpA,Cremonini SpA,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cremonini SpA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0088,E.Leclerc,E.Leclerc,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'E.Leclerc'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0089,EDEKA Group,EDEKA Group,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'EDEKA Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0090,Elo Group,Elo Group,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Elo Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0091,Gruppo Veronesi,Gruppo Veronesi,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Gruppo Veronesi'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0092,Hormel Foods Corporation,Hormel Foods Corporation,other,brand_owner,global_food_beverage_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Hormel Foods Corporation'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Hormel Foods Corporation'.
P0093,ICA Gruppen AB,ICA Gruppen AB,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'ICA Gruppen AB'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0094,Jeronimo Martins,Jeronimo Martins,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Jeronimo Martins'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0095,METRO AG,METRO AG,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'METRO AG'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0096,Metro Inc.,Metro Inc.,other,retailer,supermarket_retailer_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Metro Inc'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Metro Inc.'.
P0097,Mowi ASA,Mowi ASA,other,brand_owner,global_food_beverage_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Mowi ASA'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Mowi ASA'.
P0098,Perdue Farms,Perdue Farms,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Perdue Farms'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0099,Plukon Food Group,Plukon Food Group,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Plukon Food Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0100,REWE Group,REWE Group,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'REWE Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0101,Royal FrieslandCampina.,Royal FrieslandCampina.,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Royal FrieslandCampina.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0102,Schwarz Gruppe,Schwarz Gruppe,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Schwarz Gruppe'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0103,Tönnies Group,Tönnies Group,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Tönnies Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0104,Vion Food Group,Vion Food Group,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Vion Food Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0105,Wayne-Sanderson Farms.,Wayne-Sanderson Farms.,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Wayne-Sanderson Farms.'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0106,"Aeon Co., Ltd.","Aeon Co., Ltd.",other,retailer,supermarket_retailer_parent,N,N,Y,Y,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Aeon Group'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,"v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution. v0.9 reconciled source name 'Aeon Co., Ltd.'."
P0107,Albertsons,Albertsons,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Albertsons'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0108,Alimentation Couche-Tard,Alimentation Couche-Tard,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Alimentation Couche-Tard'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0109,Amazon/Whole Foods Market,Amazon/Whole Foods Market,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Amazon/Whole Foods Market'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0110,BJ’s Wholesale Club Holdings,BJ’s Wholesale Club Holdings,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'BJ’s Wholesale Club Holdings'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0111,Cencosud,Cencosud,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cencosud'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0112,China Resources Vanguard,China Resources Vanguard,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'China Resources Vanguard'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0113,China Yurun Group Limited,China Yurun Group Limited,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'China Yurun Group Limited'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0114,Conad Consorzio Nazionale,Conad Consorzio Nazionale,other,retailer,supermarket_retailer_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Conad Consorzio Nazionale'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
P0115,Cooke Seafood Inc,Cooke Seafood Inc,other,brand_owner,global_food_beverage_parent,N,N,Y,N,N,reviewed,imported_seed,SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,SRC_BBFAW_2024_PARENT_MAPPING_FILE,2026-04-29,Added in v0.9 from seed input 'Cooke Seafood Inc'. Current-state ownership requires review before using benchmark brand/alias values as canonical truth.,v0.9 benchmark/UAT reconciliation row; not benchmark scoring attribution.
