alias_id,alias_text,alias_normalized,alias_type,alias_source_type,brand_id,canonical_brand_name,parent_id,parent_display_name,review_state,source_id,source_reference,notes_internal
A0107,Fantastic Snacks,fantasticsnacks,common_shorthand,official_brand_page,B0566,Fantastic,P0062,San Remo Macaroni Company Pty Ltd,reviewed,SRC_FANTASTIC_SNACKS,SRC_FANTASTIC_SNACKS,Captures official company/brand phrase and snack-category title variants.
A0108,MMC,mmc,short_form,manual_stewardship,B0567,My Muscle Chef,P0063,My Muscle Chef Pty Ltd,reviewed,SRC_MY_MUSCLE_CHEF_OFFICIAL,SRC_MY_MUSCLE_CHEF_OFFICIAL,Common shorthand candidate for My Muscle Chef; retain as provisional pending observed usage.
A0109,My MC,mymc,short_form,manual_stewardship,B0567,My Muscle Chef,P0063,My Muscle Chef Pty Ltd,reviewed,SRC_MY_MUSCLE_CHEF_OFFICIAL,SRC_MY_MUSCLE_CHEF_OFFICIAL,Common shorthand candidate for My Muscle Chef; retain as provisional pending observed usage.
A0110,Red Bull Energy Drink,redbullenergydrink,retailer_listing_variation,retailer_product_page,B0569,Red Bull,P0152,Red Bull GmbH,reviewed,SRC_REDBULL_AU,SRC_REDBULL_AU,v0.9 alias seed; deterministic normalized exact matching only.
A0111,Capilano Honey,capilanohoney,packaging_variation,official_parent_brand_page,B0572,Capilano,P0154,Hive + Wellness Australia Pty Ltd,reviewed,SRC_HIVE_WELLNESS_BRANDS,SRC_HIVE_WELLNESS_BRANDS,v0.9 alias seed; deterministic normalized exact matching only.
A0112,Kikkoman Soy Sauce,kikkomansoysauce,packaging_variation,official_brand_page,B0573,Kikkoman,P0146,Kikkoman Corporation,reviewed,SRC_KIKKOMAN_AU,SRC_KIKKOMAN_AU,v0.9 alias seed; deterministic normalized exact matching only.
A0113,McKenzie’s Foods,mckenziesfoods,retailer_listing_variation,official_brand_page,B0574,McKenzie's,P0155,Ward McKenzie Pty Ltd,reviewed,SRC_MCKENZIES_FOODS,SRC_MCKENZIES_FOODS,v0.9 alias seed; deterministic normalized exact matching only.
A0114,Saxa Salt,saxasalt,packaging_variation,manual_stewardship,B0575,Saxa,P0016,The Kraft Heinz Company,provisional,SRC_SAXA_UAT_REVIEW,SRC_SAXA_UAT_REVIEW,v0.9 alias seed; deterministic normalized exact matching only. v0.10 founder decision: Saxa alias remains provisional under Kraft Heinz AU/NZ caveat.
A0115,woolworths food,woolworthsfood,imported_seed_alias,imported_ktc_seed,B0001,Woolworths,P0001,Woolworths Group Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0116,woolworths brand,woolworthsbrand,imported_seed_alias,imported_ktc_seed,B0001,Woolworths,P0001,Woolworths Group Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0117,coles brand,colesbrand,imported_seed_alias,imported_ktc_seed,B0200,Coles,P0002,Coles Group Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0118,tesco brand,tescobrand,imported_seed_alias,imported_ktc_seed,B0510,Tesco,P0050,Tesco PLC,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0119,ah,ah,imported_seed_alias,imported_ktc_seed,B0523,Albert Heijn,P0052,Ahold Delhaize,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0120,top value,topvalue,imported_seed_alias,imported_ktc_seed,B0578,Topvalu,P0106,"Aeon Co., Ltd.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0121,7 premium,7premium,imported_seed_alias,imported_ktc_seed,B0579,Seven Premium,P0131,"Seven & i Holdings Co., Ltd.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0122,pc,pc,imported_seed_alias,imported_ktc_seed,B0580,President's Choice,P0123,Loblaw Companies Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0123,kroger brand,krogerbrand,imported_seed_alias,imported_ktc_seed,B0582,Kroger,P0074,The Kroger Co.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0124,carrefour brand,carrefourbrand,imported_seed_alias,imported_ktc_seed,B0533,Carrefour,P0054,Carrefour S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0125,selection metro,selectionmetro,imported_seed_alias,imported_ktc_seed,B0586,Selection,P0096,Metro Inc.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0126,hellmanns mayonnaise,hellmannsmayonnaise,imported_seed_alias,imported_ktc_seed,B0102,Hellmann's,P0013,Unilever PLC,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0127,knorr soups,knorrsoups,imported_seed_alias,imported_ktc_seed,B0101,Knorr,P0013,Unilever PLC,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0128,hersheys kisses,hersheyskisses,imported_seed_alias,imported_ktc_seed,B0591,Kisses,P0033,The Hershey Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0129,jolly ranchers,jollyranchers,imported_seed_alias,imported_ktc_seed,B0394,Jolly Rancher,P0033,The Hershey Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0130,icebreakers,icebreakers,imported_seed_alias,imported_ktc_seed,B0166,Ice Breakers,P0033,The Hershey Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0131,milkbone,milkbone,imported_seed_alias,imported_ktc_seed,B0596,Milk-Bone,P0148,The J. M. Smucker Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0132,cadbury chocolate,cadburychocolate,imported_seed_alias,imported_ktc_seed,B0067,Cadbury,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0133,oreo cookies,oreocookies,imported_seed_alias,imported_ktc_seed,B0068,Oreo,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0134,toblerone chocolate,tobleronechocolate,imported_seed_alias,imported_ktc_seed,B0071,Toblerone,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0135,ritz crackers,ritzcrackers,imported_seed_alias,imported_ktc_seed,B0069,Ritz,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0136,belvita breakfast biscuits,belvitabreakfastbiscuits,imported_seed_alias,imported_ktc_seed,B0075,belVita,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0137,trident gum,tridentgum,imported_seed_alias,imported_ktc_seed,B0598,Trident,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0138,halls lozenges,hallslozenges,imported_seed_alias,imported_ktc_seed,B0599,Halls,P0009,"Mondelez International, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0139,maggi noodles,magginoodles,imported_seed_alias,imported_ktc_seed,B0063,Maggi,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0140,maggi seasoning,maggiseasoning,imported_seed_alias,imported_ktc_seed,B0063,Maggi,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0141,milo drink,milodrink,imported_seed_alias,imported_ktc_seed,B0061,Milo,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0142,milo powder,milopowder,imported_seed_alias,imported_ktc_seed,B0061,Milo,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0143,kit kat,kitkat,imported_seed_alias,imported_ktc_seed,B0060,KitKat,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0144,nescafe,nescafe,imported_seed_alias,imported_ktc_seed,B0062,Nescafé,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0145,nes café,nescaf,imported_seed_alias,imported_ktc_seed,B0062,Nescafé,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0146,nespresso capsules,nespressocapsules,imported_seed_alias,imported_ktc_seed,B0232,Nespresso,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0147,purina one,purinaone,imported_seed_alias,imported_ktc_seed,B0600,Purina,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0148,purina petcare,purinapetcare,imported_seed_alias,imported_ktc_seed,B0600,Purina,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0149,nestle smarties,nestlesmarties,imported_seed_alias,imported_ktc_seed,B0601,Smarties,P0008,Nestlé S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0150,csr sugar,csrsugar,imported_seed_alias,imported_ktc_seed,B0602,CSR,P0047,Wilmar International Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0151,chelsea sugar,chelseasugar,imported_seed_alias,imported_ktc_seed,B0603,Chelsea,P0047,Wilmar International Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0152,praise mayonnaise,praisemayonnaise,imported_seed_alias,imported_ktc_seed,B0605,Praise,P0047,Wilmar International Limited,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0153,activia yoghurt,activiayoghurt,imported_seed_alias,imported_ktc_seed,B0608,Activia,P0143,Danone,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0154,activia yogurt,activiayogurt,imported_seed_alias,imported_ktc_seed,B0608,Activia,P0143,Danone,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0155,aptamil formula,aptamilformula,imported_seed_alias,imported_ktc_seed,B0610,Aptamil,P0143,Danone,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0156,alpro plant milk,alproplantmilk,imported_seed_alias,imported_ktc_seed,B0612,Alpro,P0143,Danone,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0157,silk plant milk,silkplantmilk,imported_seed_alias,imported_ktc_seed,B0613,Silk,P0143,Danone,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0158,cheerios cereal,cheerioscereal,imported_seed_alias,imported_ktc_seed,B0614,Cheerios,P0015,"General Mills, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0159,nature valley bars,naturevalleybars,imported_seed_alias,imported_ktc_seed,B0112,Nature Valley,P0015,"General Mills, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0160,old el paso mexican,oldelpasomexican,imported_seed_alias,imported_ktc_seed,B0111,Old El Paso,P0015,"General Mills, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0161,betty crocker cake mix,bettycrockercakemix,imported_seed_alias,imported_ktc_seed,B0286,Betty Crocker,P0015,"General Mills, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0162,haagen dazs,haagendazs,imported_seed_alias,imported_ktc_seed,B0113,Häagen-Dazs,P0015,"General Mills, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0163,skippy peanut butter,skippypeanutbutter,imported_seed_alias,imported_ktc_seed,B0627,Skippy,P0092,Hormel Foods Corporation,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0164,heinz ketchup,heinzketchup,imported_seed_alias,imported_ktc_seed,B0114,Heinz,P0016,The Kraft Heinz Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0165,heinz beans,heinzbeans,imported_seed_alias,imported_ktc_seed,B0114,Heinz,P0016,The Kraft Heinz Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0166,kraft cheese,kraftcheese,imported_seed_alias,imported_ktc_seed,B0117,Kraft,P0016,The Kraft Heinz Company,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0167,birdseye,birdseye,imported_seed_alias,imported_ktc_seed,B0632,Birds Eye,P0142,"Conagra Brands, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0168,swift meats,swiftmeats,imported_seed_alias,imported_ktc_seed,B0355,Swift,P0027,JBS S.A.,reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0169,tyson chicken,tysonchicken,imported_seed_alias,imported_ktc_seed,B0366,Tyson,P0029,"Tyson Foods, Inc.",reviewed,SRC_KTC_2026_PARENT_MAPPING_FILE,SRC_KTC_2026_PARENT_MAPPING_FILE,Imported from KTC seed alias list where current-parent alignment is marked same; deterministic exact-normalized matching only.
A0170,Kettle Chips,kettle chips,packaging_variation,official_parent_brand_page,B0163,Kettle,P0156,Intersnack Group GmbH & Co. KG,reviewed,SRC_INTERSNACK_BRANDS,SRC_INTERSNACK_BRANDS,v0.10 founder exception review alias for Kettle. v0.13 retargeted from phantom B0650 to reviewed Kettle row B0163.
A0171,Kettle,kettle,common_shorthand,official_parent_brand_page,B0163,Kettle,P0156,Intersnack Group GmbH & Co. KG,reviewed,SRC_INTERSNACK_BRANDS,SRC_INTERSNACK_BRANDS,v0.10 founder exception review canonical/common alias for Kettle. v0.13 retargeted from phantom B0650 to reviewed Kettle row B0163.
A0172,McCain Healthy Choice,mccain healthy choice,packaging_variation,official_brand_page,B0651,McCain Healthy Choice,P0045,McCain Foods Limited,reviewed,SRC_MCCAIN_HEALTHY_CHOICE,SRC_MCCAIN_HEALTHY_CHOICE,v0.10 founder exception review alias.
A0173,Healthy Choice,healthy choice,local_market_variant,official_brand_page,B0651,McCain Healthy Choice,P0045,McCain Foods Limited,reviewed,SRC_MCCAIN_HEALTHY_CHOICE,SRC_MCCAIN_HEALTHY_CHOICE,v0.10 local AU/NZ alias; do not use to chain US/Canada Conagra Healthy Choice.
A0174,Walls,walls,punctuation_variation,official_parent_brand_page,B0652,Wall's,P0014,The Magnum Ice Cream Company N.V.,reviewed,SRC_TMICC_BRANDS,SRC_TMICC_BRANDS,v0.10 founder exception review alias for Wall's.
A0175,Tip Top Bakery,tip top bakery,common_shorthand,manual_stewardship,B0301,Tip Top Bakery,P0164,George Weston Foods Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0176,Yoplait (AU),yoplait au,common_shorthand,manual_stewardship,B0339,Yoplait (AU / Bega licence),P0023,Bega Group Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0177,Yoplait (AU / Bega licence),yoplait au bega licence,common_shorthand,manual_stewardship,B0339,Yoplait (AU / Bega licence),P0023,Bega Group Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0178,Yoplait (NZ),yoplait nz,common_shorthand,manual_stewardship,B0656,Yoplait (NZ / Goodman Fielder-Wilmar licence),P0040,Goodman Fielder Pty Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0179,Yoplait (NZ / Goodman Fielder-Wilmar licence),yoplait nz goodman fielder wilmar licence,common_shorthand,manual_stewardship,B0656,Yoplait (NZ / Goodman Fielder-Wilmar licence),P0040,Goodman Fielder Pty Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0180,Kelloggs,kelloggs,common_shorthand,manual_stewardship,B0657,Kellogg's,P0007,"Mars, Incorporated",reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0181,Kellogg,kellogg,common_shorthand,manual_stewardship,B0657,Kellogg's,P0007,"Mars, Incorporated",reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0182,Primo Dairy,primo dairy,common_shorthand,manual_stewardship,B0718,Primo (dairy),P0022,Fonterra Co-operative Group Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0183,Primo yoghurt,primo yoghurt,common_shorthand,manual_stewardship,B0718,Primo (dairy),P0022,Fonterra Co-operative Group Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0184,Fresh n Fruity,fresh n fruity,common_shorthand,manual_stewardship,B0719,Fresh 'n Fruity,P0022,Fonterra Co-operative Group Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0185,Sunkist Growers,sunkist growers,common_shorthand,manual_stewardship,B0791,Sunkist,P0162,"Sunkist Growers, Inc.",reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0186,Peter's Ice Cream,peters ice cream,common_shorthand,manual_stewardship,B0792,Peters,P0160,Froneri International Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0187,Tip Top Ice Cream,tip top ice cream,common_shorthand,manual_stewardship,B0793,Tip Top Ice Cream,P0160,Froneri International Limited,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
A0188,Sanremo,sanremo,common_shorthand,manual_stewardship,B0802,San Remo,P0062,San Remo Macaroni Company Pty Ltd,reviewed,SRC_CHAINING_REFRESH_20260816,SRC_CHAINING_REFRESH_20260816,Bounded alias for 20260816 identity refresh; no unqualified collision aliases.
