control_row_id,parent_id,canonical_parent_name,parent_cohort_category,au_shelf_priority_y_n,nz_shelf_priority_y_n,bbfaw_seed_asset_member_y_n,ktc_seed_asset_member_y_n,core_uat_asset_member_y_n,official_parent_brand_source_harvested_y_n,source_status,brand_population_status,alias_population_status,gtin_link_status,review_state,gap_status,next_population_action,notes_internal
CTRL0066,P0066,Minerva Foods,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0067,P0067,Noble Foods,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0068,P0068,BRF SA,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0069,P0069,Hilton Food Group,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0070,P0070,Les Mousquetaires,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0071,P0071,Marfrig Global Foods SA,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0072,P0072,Terrena Group.,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0073,P0073,Wm Morrison Supermarkets PLC.,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0074,P0074,The Kroger Co.,supermarket_retailer_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0075,P0075,2 Sisters Food Group (Boparan Holdings Ltd),global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0076,P0076,Agro Super,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0077,P0077,ALDI Einkauf SE & Co. oHG (ALDI Nord),supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0078,P0078,Bellis Topco Ltd./Asda,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0079,P0079,Cargill,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0080,P0080,Casino Guichard-Perrachon SA,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0081,P0081,Charoen Pokphand Foods,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0082,P0082,Colruyt,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0083,P0083,Coop Group (Switzerland)/Coop Genossenschaft,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0084,P0084,Cooperativa Central Aurora Alimentos,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0085,P0085,Coopérative U Enseigne,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0086,P0086,Cooperl Arc Atlantique,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0087,P0087,Cremonini SpA,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0088,P0088,E.Leclerc,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0089,P0089,EDEKA Group,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0090,P0090,Elo Group,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0091,P0091,Gruppo Veronesi,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0092,P0092,Hormel Foods Corporation,global_food_beverage_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0093,P0093,ICA Gruppen AB,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0094,P0094,Jeronimo Martins,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0095,P0095,METRO AG,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0096,P0096,Metro Inc.,supermarket_retailer_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0097,P0097,Mowi ASA,global_food_beverage_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0098,P0098,Perdue Farms,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0099,P0099,Plukon Food Group,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0100,P0100,REWE Group,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0101,P0101,Royal FrieslandCampina.,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0102,P0102,Schwarz Gruppe,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0103,P0103,Tönnies Group,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0104,P0104,Vion Food Group,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0105,P0105,Wayne-Sanderson Farms.,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0106,P0106,"Aeon Co., Ltd.",supermarket_retailer_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0107,P0107,Albertsons,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0108,P0108,Alimentation Couche-Tard,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0109,P0109,Amazon/Whole Foods Market,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0110,P0110,BJ’s Wholesale Club Holdings,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0111,P0111,Cencosud,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0112,P0112,China Resources Vanguard,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0113,P0113,China Yurun Group Limited,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0114,P0114,Conad Consorzio Nazionale,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0115,P0115,Cooke Seafood Inc,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0116,P0116,Dairy Farmers of America,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0117,P0117,Dino Polska SA,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0118,P0118,Empire Company/Sobey’s,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0119,P0119,H E Butt Company,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0120,P0120,Industrias Bachoco,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0121,P0121,JAB Holding Company,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0122,P0122,Lianhua Supermarket Holdings Co,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0123,P0123,Loblaw Companies Limited,supermarket_retailer_parent,N,N,Y,Y,N,N,source_fields_present,brand_rows_present,alias_rows_present,reserved_post_mvp_not_coverage_strategy,reviewed,none,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0124,P0124,Maruha Nichiro,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0125,P0125,Meiji Holdings,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0126,P0126,Mercadona SA,supermarket_retailer_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0127,P0127,Müller UTM,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
CTRL0128,P0128,New Hope Liuhe Co Ltd,global_food_beverage_parent,N,N,Y,N,N,N,source_fields_present,parent_only_seeded,alias_gap_or_not_started,reserved_post_mvp_not_coverage_strategy,reviewed,brand_mapping_review_needed,founder signed-off in v0.10; no further expansion before scaffold validation unless fatal flaw,AU/NZ shelf priority columns are review/prioritisation metadata only; they do not drive app behaviour. v0.10 founder sign-off: seeded chaining accepted subject to explicit candidate/gap queues.
